Time,Signal
0.0,0.0
0.001,2.035982516056192
0.002,2.5006501416092592
0.003,1.7277941256480303
0.004,1.3182288135590436
0.005,1.8968022466674215
0.006,2.366999438911199
0.007,1.642038264713125
0.008,0.3750250833085774
0.009000000000000001,0.21082907323233702
0.01,1.53884176858762
0.011,2.8495360146900675
0.012,2.6336303506521137
0.013000000000000001,1.2812496254774124
0.014,0.4384727132066417
0.015,0.7600735106701167
0.016,1.161369725675561
0.017,0.5483463471682469
0.018000000000000002,-0.45128672563829597
0.019,-0.23353517114561395
0.02,1.538841768587613
0.021,3.298195598192916
0.022,3.4770388242934662
0.023,2.4130928468569475
0.024,1.7111452142850423
0.025,2.000000000000015
0.026000000000000002,2.187021275161798
0.027,1.1891705445218776
0.028,-0.33689381825112985
0.029,-0.742995287185762
0.03,0.36327126400263204
0.031,1.475054154172272
0.032,1.085370325985385
0.033,-0.4137669758304269
0.034,-1.3748269072618557
0.035,-1.1420395219201671
0.036000000000000004,-0.7995592602453796
0.037,-1.4413463593845004
0.038,-2.44010664337967
0.039,-2.1927220239425544
0.04,-0.36327126400270837
0.041,1.4788585054755792
0.042,1.7640527694798134
0.043000000000000003,0.827554307166905
0.044,0.2713626990484437
0.045,0.7212317420825175
0.046,1.0812639933609693
0.047,0.26500249227331196
0.048,-1.0744131698957036
0.049,-1.292367488247641
0.05,1.0608669328539313e-14
0.051000000000000004,1.292367488247681
0.052000000000000005,1.0744131698957058
0.053,-0.2650024922733172
0.054,-1.0812639933609778
0.055,-0.721231742082405
0.056,-0.271362699048471
0.057,-0.8275543071669166
0.058,-1.7640527694797872
0.059000000000000004,-1.4788585054755445
0.06,0.36327126400258186
0.061,2.1927220239426353
0.062,2.4401066433797185
0.063,1.4413463593845053
0.064,0.7995592602453723
0.065,1.142039521920241
0.066,1.3748269072618085
0.067,0.41376697583040845
0.068,-1.085370325985362
0.069,-1.4750541541722157
0.07,-0.3632712640026883
0.07100000000000001,0.7429952871857266
0.07200000000000001,0.3368938182511195
0.073,-1.189170544521905
0.074,-2.187021275161822
0.075,-1.9999999999999
0.076,-1.7111452142850565
0.077,-2.413092846856988
0.078,-3.477038824293432
0.079,-3.2981955981928435
0.08,-1.5388417685876823
0.081,0.23353517114564826
0.082,0.4512867256382811
0.083,-0.5483463471682902
0.084,-1.1613697256755935
0.085,-0.7600735106700645
0.08600000000000001,-0.43847271320669157
0.08700000000000001,-1.281249625477412
0.088,-2.6336303506521155
0.089,-2.849536014689934
0.09,-1.5388417685877944
0.091,-0.21082907323230315
0.092,-0.3750250833085501
0.093,-1.6420382647131597
0.094,-2.3669994389112596
0.095,-1.8968022466673626
0.096,-1.3182288135590652
0.097,-1.7277941256480194
0.098,-2.5006501416092695
0.099,-2.035982516056133
0.1,2.538361369672598e-14
0.101,2.0359825160562313
0.10200000000000001,2.5006501416092717
0.10300000000000001,1.727794125648039
0.10400000000000001,1.318228813559034
0.105,1.8968022466675016
0.106,2.3669994389111233
0.107,1.6420382647130989
0.108,0.3750250833086036
0.109,0.2108290732324154
0.11,1.5388417685875344
0.111,2.849536014690101
0.112,2.6336303506521643
0.113,1.2812496254774244
0.114,0.43847271320660486
0.115,0.7600735106702119
0.116,1.1613697256755526
0.117,0.5483463471682135
0.11800000000000001,-0.4512867256383236
0.11900000000000001,-0.2335351711456154
0.12,1.5388417685874296
0.121,3.2981955981930438
0.122,3.4770388242934986
0.123,2.4130928468569257
0.124,1.7111452142850228
0.125,2.000000000000098
0.126,2.187021275161736
0.127,1.1891705445218554
0.128,-0.3368938182511385
0.129,-0.7429952871857147
0.13,0.36327126400258997
0.131,1.4750541541723141
0.132,1.0853703259854042
0.133,-0.41376697583050426
0.134,-1.3748269072618857
0.135,-1.1420395219201358
0.136,-0.7995592602454377
0.137,-1.4413463593844873
0.138,-2.4401066433796403
0.139,-2.1927220239426024
0.14,-0.3632712640026858
0.14100000000000001,1.4788585054755485
0.14200000000000002,1.7640527694797683
0.14300000000000002,0.8275543071669089
0.14400000000000002,0.2713626990484337
0.145,0.721231742082673
0.146,1.0812639933609483
0.147,0.26500249227323835
0.148,-1.0744131698956816
0.149,-1.2923674882474674
0.15,-1.7600774222421137e-13
0.151,1.2923674882477802
0.152,1.0744131698957553
0.153,-0.26500249227330475
0.154,-1.0812639933610666
0.155,-0.7212317420823314
0.156,-0.2713626990485265
0.157,-0.8275543071669482
0.158,-1.7640527694797394
0.159,-1.4788585054754817
0.16,0.3632712640025688
0.161,2.1927220239426886
0.162,2.4401066433796688
0.163,1.4413463593844478
0.164,0.799559260245298
0.165,1.1420395219203934
0.166,1.3748269072618466
0.167,0.41376697583036215
0.168,-1.0853703259853382
0.169,-1.4750541541722653
0.17,-0.36327126400279763
0.171,0.7429952871857372
0.17200000000000001,0.3368938182511595
0.17300000000000001,-1.1891705445218963
0.17400000000000002,-2.1870212751619733
0.17500000000000002,-1.9999999999999856
0.176,-1.7111452142851213
0.177,-2.4130928468570323
0.178,-3.4770388242934827
0.179,-3.2981955981927324
0.18,-1.538841768587965
0.181,0.23353517114590605
0.182,0.45128672563835337
0.183,-0.5483463471683787
